practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
M82042,668,75,525,68,0,177,679,0,2050,1,100,1306,0,0,1208,8,28,0,0,4981,7678.1220200000025
M82043,1939,331,888,682,0,1288,814,0,1113,64,145,2629,34,105,1921,473,0,0,0,7992,46822.623139999967
M82044,1532,303,914,271,10,1005,559,0,1234,150,147,1464,13,50,1290,25,20,0,0,6101,16187.18424000001
M82045,1236,384,707,145,0,1790,712,0,1444,107,213,2078,21,128,1703,104,27,0,0,7580,26923.030790000004
M82046,1689,529,775,348,0,933,836,0,932,84,131,1017,0,47,742,41,36,0,0,5622,16468.63005
M82047,1807,666,811,330,0,1491,520,0,1375,268,101,1553,152,74,1089,78,116,0,0,7115,74398.065860000017
M82048,1026,172,406,448,0,1486,535,0,642,112,71,909,0,47,635,163,2,0,0,4781,17064.08221
M82051,777,253,454,65,0,949,212,0,485,26,69,607,0,3,540,12,2,0,0,3125,10819.595730000005
M82056,1904,633,1094,175,0,2024,1553,0,1820,230,124,2306,0,50,1938,82,17,0,0,9961,36917.035039999973
M82057,771,173,517,76,0,1007,624,0,895,32,67,595,0,13,495,22,0,0,0,3991,9527.3274599999859
M82058,1205,244,915,37,0,1025,272,0,573,148,507,1192,0,150,915,29,24,0,0,4922,12384.817099999998
M82059,2510,725,1064,700,0,1390,1404,43,3618,145,129,2766,0,63,2494,42,31,0,0,12005,43342.941680000011
M82060,2356,950,1100,277,0,3584,1080,0,1982,536,206,2516,9,100,2154,29,49,0,13,12260,34910.413479999988
M82601,306,65,202,39,0,1585,276,0,522,30,75,1451,0,31,1225,144,0,0,0,4245,11356.736890000009
M82604,631,278,322,17,0,1109,72,0,192,5,94,338,0,37,301,0,0,0,0,2441,4862.80567
M82606,443,142,209,91,8,709,554,0,533,73,27,611,0,0,571,17,12,0,0,2958,10600.534389999992
M82616,1655,267,1166,197,0,854,555,0,1607,44,53,1815,0,38,1600,44,78,0,0,6583,22484.693000000017
M82620,541,169,290,72,12,485,123,0,344,0,29,886,0,63,741,15,12,0,0,2420,6404.767480000005
M83001,3033,644,2109,244,3,3867,1828,0,2180,80,500,2435,0,60,2203,62,1,0,0,13926,33519.31585000005
M83004,3712,680,1416,1586,13,3281,766,0,2101,257,702,3651,5,35,3293,36,80,0,0,14483,55350.557200000047
M83005,1257,280,751,204,0,1921,509,0,532,114,232,2102,2,329,1626,45,18,0,0,6667,14862.782109999993
M83006,4322,1133,2587,460,13,5044,1733,1,6565,369,374,6458,7,659,5446,46,25,0,4,24879,63018.221819999992
M83007,2252,509,1553,176,12,1549,772,19,1154,63,565,1476,0,140,1157,36,25,0,0,7862,21214.573469999992
M83009,2611,602,1804,192,0,3950,1407,0,2141,290,261,1780,2,161,1400,19,19,0,0,12440,25373.85718
M83010,1977,553,995,116,0,1754,807,0,1410,182,191,2087,0,148,1750,25,13,0,0,8408,19027.43703
M83011,2022,583,942,480,6,2990,942,0,1466,179,330,2140,0,103,1856,30,61,0,0,10075,30542.1397
M83012,2354,708,1257,386,10,2785,1132,0,1628,128,272,1756,22,113,1368,15,72,0,0,10065,40815.911630000031
M83013,1530,432,845,201,0,847,494,0,585,78,60,1148,0,44,954,12,7,0,0,4742,9943.3857599999956
M83014,2922,1114,1094,714,1,2114,1649,0,2866,146,306,3460,0,193,2992,65,76,0,1,13464,36565.137260000018
M83015,1427,459,678,290,2,1354,1208,0,2570,167,375,2127,0,175,1710,39,43,0,0,9230,23794.317
M83016,1189,532,538,100,0,2593,785,0,1543,83,111,1753,4,416,1254,9,20,0,0,8057,22542.56986
M83017,1930,519,1219,186,3,1607,651,0,574,215,93,1346,0,37,1158,49,4,0,0,6419,16741.097170000008
M83018,1398,442,644,312,0,1525,629,12,1059,78,199,1227,0,26,1079,45,1,0,0,6127,18992.228549999989
M83020,2646,991,1148,495,0,2413,984,0,2168,673,337,2097,20,112,1726,51,34,0,0,11318,41914.17928000004
M83021,3704,789,1663,1212,0,4975,879,0,2345,291,419,4348,0,36,3617,161,180,0,0,16961,48654.723369999941
M83022,1462,518,740,204,0,3075,1018,0,1391,301,307,2219,0,239,1799,36,54,0,0,9773,21562.629900000007
M83023,2054,600,1035,373,0,1925,1641,0,1176,185,388,2328,0,77,2046,98,10,0,0,9697,26729.759780000029
M83024,1565,494,904,149,0,2367,501,13,975,196,55,1338,0,43,1254,15,5,0,0,7010,21751.849120000043
M83025,2391,526,1242,566,0,2112,1068,0,1720,229,216,1716,0,20,1536,72,0,0,0,9452,23269.202130000005
M83026,2452,539,1628,250,14,2540,1032,19,3638,131,551,3294,39,37,2881,129,13,0,0,13671,41935.291410000071
M83027,2324,967,1065,254,0,3657,1127,0,1970,106,358,3137,0,62,2866,37,16,0,0,12679,29858.063249999996
M83028,3443,937,1932,565,0,2845,1258,0,2957,138,391,3160,0,120,2770,120,3,0,0,14192,32369.992099999989
M83030,3671,1048,2103,488,0,3117,2514,0,3843,147,260,3059,0,92,2729,26,41,0,0,16611,36999.378570000066
M83031,995,279,621,95,0,1264,309,12,626,91,125,1604,0,113,1328,82,57,0,0,5026,19064.798500000026
M83032,3704,877,1837,861,0,3204,1246,9,3991,729,249,2667,4,59,2421,38,98,0,0,15799,45194.937380000025
M83033,576,100,357,108,0,855,307,0,338,200,45,613,0,55,388,59,0,0,0,2934,6633.5516799999987
M83034,6702,1235,3302,2129,0,3777,1605,0,4420,164,1039,4594,3,70,4113,164,41,0,0,22301,69578.927729999967
M83035,561,192,251,116,0,1931,437,0,648,42,148,924,0,26,850,8,0,0,0,4691,13921.001429999995
M83036,2797,956,1442,337,11,3295,846,0,1904,121,340,2200,0,58,1896,75,24,0,3,11514,46126.311340000022
M83037,1715,979,527,178,0,1453,423,0,1730,119,286,1320,0,48,1096,0,1,0,0,7046,25428.45628
M83038,3531,941,1803,741,0,4851,1147,6,2120,199,481,3015,0,248,2486,47,61,0,0,15350,36020.123109999993
M83041,982,525,295,161,1,1333,328,0,1253,155,221,1449,1,98,1207,5,9,0,0,5722,13848.497570000001
M83042,3168,1032,1378,558,0,4534,716,0,1789,201,334,2675,0,76,2335,17,0,0,0,13417,42986.791590000015
M83044,4968,1426,3097,414,9,3123,1355,12,4913,247,416,2494,0,46,2123,118,15,0,0,17537,42155.08707999999
M83045,2592,745,1049,327,0,3319,1051,6,1781,109,235,2251,0,86,1806,140,54,0,0,11344,31756.026320000004
M83046,3089,925,1422,682,30,2058,1977,0,2108,153,447,4129,26,157,3528,49,72,0,0,13991,57388.647629999956
M83047,1218,382,388,422,0,1128,386,2,1352,152,327,1174,0,10,1075,41,0,0,0,5739,16382.127070000015
M83048,1315,351,717,229,0,2432,1228,0,1404,392,43,1982,13,65,1737,112,0,0,0,8796,32706.775449999976
M83049,2322,660,1263,260,12,3075,1448,0,1578,138,532,2092,0,123,1868,7,12,0,0,11197,35325.55537
M83050,3481,811,1900,630,6,2574,1232,2,2704,157,364,3059,0,209,2446,159,25,0,0,13579,41135.654249999956
M83051,2924,717,1932,242,15,2432,2189,0,2071,48,497,3542,7,28,3272,40,13,0,0,13718,45673.273100000035
M83052,2738,1146,1213,353,12,5423,2169,0,3008,1329,361,3600,12,161,3159,55,19,0,0,18640,48877.820630000009
M83054,3919,894,1967,981,0,5165,1117,0,1952,145,417,3521,14,271,2815,118,96,0,0,16236,46730.041549999994
M83056,2344,595,1023,659,1,3534,1344,0,2825,143,524,3751,45,148,3105,142,57,0,13,14466,66116.470810000043
M83057,1662,628,884,131,0,2808,1613,1,1913,357,213,2221,0,239,1798,51,9,0,0,10788,27266.163870000015
M83059,338,157,175,1,0,755,349,0,698,388,9,519,0,64,432,2,0,0,0,3056,5997.3199700000005
M83061,2626,895,1185,494,8,2496,2388,0,1729,185,311,2594,0,243,2137,59,26,0,0,12337,32006.939859999948
M83062,5202,1786,2848,407,6,4481,1916,2,2709,308,193,4936,0,454,4381,3,17,0,0,19753,46172.932619999963
M83063,942,58,807,77,0,1418,384,0,650,30,17,964,0,59,864,6,8,0,0,4405,9781.0854799999961
M83065,1205,540,553,78,0,2036,635,0,816,330,369,1422,15,45,1268,25,0,0,0,6813,25277.730679999997
M83066,1394,375,676,307,0,740,464,0,2109,160,215,1397,0,78,1168,72,7,0,0,6479,22545.419139999995
M83067,1843,580,1118,130,0,1694,1160,0,1753,222,262,1631,0,100,1328,101,25,0,0,8565,20247.375869999978
M83068,2557,501,1568,485,0,3044,1111,0,1546,84,802,2983,0,67,2720,59,5,0,0,12127,36884.323600000047
M83069,3081,1245,1257,567,6,5220,2407,19,2677,353,616,3382,12,94,3008,22,59,0,0,17761,55776.1321899999
M83070,1553,629,643,239,0,2085,1213,9,1304,151,487,1682,0,92,1546,13,14,0,0,8484,23902.929709999986
M83071,3256,931,1762,497,0,4360,1747,0,1976,155,514,2862,40,53,2469,58,63,0,0,14870,69049.558400000082
M83072,3728,1332,1655,519,15,3055,1175,0,3317,130,533,3655,0,90,3130,89,35,0,19,15608,43170.01380999996
M83073,2777,642,1750,317,0,3053,1035,13,2157,155,307,2878,35,52,2441,145,12,0,0,12375,46604.847210000014
M83074,4092,1238,2382,448,7,5713,2049,0,3312,505,306,3758,13,282,3191,22,15,0,0,19742,44692.233860000022
M83075,3658,684,2431,460,14,2178,1066,0,2059,112,280,2225,0,57,1825,141,3,0,0,11592,35030.239360000043
M83076,2544,775,1362,356,27,2126,966,0,2502,148,242,2491,13,102,2033,54,125,0,13,11046,45865.681970000012
M83079,2384,634,1379,370,0,3164,788,0,1826,286,562,1635,13,9,1368,26,41,0,0,10645,49492.164419999935
M83082,4539,1667,2026,716,0,4913,2245,0,3655,338,549,4396,21,175,3750,42,181,0,13,20635,58188.57481000002
M83084,2071,356,1404,306,0,2155,686,2,1826,184,183,2633,5,72,1883,557,13,0,0,9740,29976.985249999991
M83088,3625,692,2087,572,0,3388,2707,0,2365,228,317,3781,0,351,3100,58,12,0,0,16411,37330.75993
M83089,3202,729,1812,594,0,2537,1042,10,2703,359,433,3599,50,90,2950,33,58,0,0,13885,72776.95518999995
M83090,1589,217,1134,231,0,1681,560,6,1649,225,326,1763,13,18,1514,68,75,0,0,7799,18481.445019999996
M83092,982,315,406,196,0,1996,603,0,624,564,146,1595,11,92,1351,26,11,0,0,6510,24212.186239999988
M83093,951,238,606,63,0,607,557,0,1445,30,130,1315,0,48,1147,17,19,0,0,5035,14684.241469999992
M83094,4769,1285,2384,1026,12,4686,1955,0,4070,139,657,5057,78,228,4266,85,46,0,0,21345,87554.730869999883
M83096,3603,1370,1553,579,3,1788,1154,0,1679,209,1043,2526,8,187,2153,19,22,0,0,12005,37081.963520000019
M83097,1161,424,648,82,0,1847,456,6,1139,71,102,1611,1,32,1473,14,6,0,0,6393,21488.202960000002
M83100,2054,517,1127,397,0,1549,1342,2,908,82,228,1800,0,41,1684,21,6,0,0,7965,15481.148199999992
M83102,1665,497,663,504,0,1589,581,0,975,36,243,1714,11,32,1567,16,14,0,0,6803,23546.205789999989
M83103,900,477,310,96,0,679,446,0,961,234,527,1008,111,10,734,85,10,0,0,4755,56138.627509999962
M83107,1838,670,1008,155,0,3043,824,3,1116,48,77,1788,53,56,1556,12,0,0,0,8737,31699.120250000036
M83108,2095,911,782,338,4,2769,1178,0,2022,1181,460,2474,0,137,2213,49,12,0,0,12183,40283.482590000029
M83109,469,11,420,38,0,953,104,0,443,71,32,297,4,0,255,0,0,0,0,2369,7681.6951499999986
M83110,3182,801,1908,454,0,3183,1111,0,2797,409,182,2207,0,116,1938,85,0,0,0,13071,26090.906249999993
M83111,655,63,399,182,0,504,767,0,265,39,74,335,0,21,288,18,0,0,0,2639,3458.5650400000013
M83113,827,57,599,71,0,940,647,0,305,10,116,556,0,22,454,0,0,0,0,3401,6396.0869600000005
M83115,557,213,229,106,0,844,225,0,549,63,104,464,0,7,431,0,0,0,0,2806,6395.53727
M83117,2213,399,1248,504,0,1653,508,0,780,209,113,2362,26,158,2129,22,0,0,0,7838,21332.234280000019
M83121,1569,580,603,319,8,1965,1330,0,1099,103,1151,1639,156,159,1192,24,21,0,0,8864,80564.55686
M83122,978,223,687,68,0,795,242,0,692,151,102,827,0,126,615,0,12,0,0,3787,7437.0711299999994
M83123,1327,366,694,241,50,2033,1400,0,2029,29,118,3315,13,29,3164,16,15,0,0,10301,20856.574449999993
M83125,1061,285,385,255,0,1417,296,0,890,39,91,1212,0,60,991,40,29,0,0,5006,15002.647030000016
M83126,2185,618,1060,499,0,3032,948,12,2048,206,441,2168,0,44,1964,0,15,0,0,11040,26552.835149999974
M83127,1754,430,1024,300,0,1375,395,0,1092,32,42,1238,0,20,1111,14,17,0,0,5928,12975.810299999988
M83128,1411,558,660,153,0,1127,744,0,2221,130,99,1751,0,46,1596,15,5,0,0,7483,16835.280540000003
M83129,1438,448,829,123,0,2145,779,0,1643,817,100,1883,0,27,1734,4,0,0,0,8805,23607.210899999973
M83130,1015,190,664,160,5,611,337,0,966,194,6,814,0,55,650,13,13,0,0,3948,12952.053009999994
M83132,546,134,371,41,0,1138,327,0,530,28,112,708,0,12,662,1,0,0,0,3389,9700.22952
M83134,1048,369,540,138,0,1184,742,0,986,22,227,1031,0,38,835,39,26,0,0,5240,11778.817350000001
M83138,1512,406,834,269,0,2660,846,0,1282,63,238,2164,0,81,1934,101,12,0,0,8765,19086.739859999994
M83139,1054,503,397,119,0,2155,303,0,675,20,129,1568,0,36,1416,37,5,0,0,5904,18457.233909999984
M83140,1989,457,1088,405,0,1410,586,0,1283,80,227,1323,0,102,1155,0,9,0,0,6898,15117.425620000002
M83141,2479,552,999,884,0,2416,994,0,2736,464,218,2228,1,108,1831,45,60,0,0,11535,29808.885470000005
M83143,1872,473,1138,186,0,2063,501,0,1062,54,210,2032,0,1,1835,51,0,0,0,7794,17320.363479999993
M83146,3620,1029,1832,743,0,2982,1013,0,2621,142,462,3375,68,189,2743,73,53,0,0,14215,67377.95757
M83148,4858,1489,2389,845,14,6153,1913,0,6641,662,211,5211,0,106,4592,26,61,0,0,25663,56362.847049999931
M83601,1714,244,1252,215,1,1850,488,0,916,49,180,1149,0,13,954,143,13,0,0,6347,28249.948630000003
M83608,648,91,499,40,0,563,657,0,1035,142,197,767,13,29,569,12,6,0,0,4009,18257.645950000009
M83616,1563,403,1064,84,11,1490,661,0,1568,150,22,1307,0,24,1172,11,0,0,0,6772,19076.34641
M83617,3981,988,1722,1057,13,5289,1711,0,4426,624,344,6048,0,191,5280,88,43,0,0,22436,66745.17245
M83619,515,195,215,105,0,438,181,0,508,12,148,549,0,17,498,7,24,0,0,2351,7841.1307600000027
M83623,886,263,481,90,0,1234,304,13,341,6,89,927,0,33,774,16,0,0,0,3800,10773.828840000011
M83624,1597,507,1034,56,0,1070,587,0,706,16,131,1273,0,64,1168,0,0,0,0,5380,16176.76541
M83625,3367,821,2125,410,0,2094,1806,0,1553,113,524,1657,8,39,1476,10,11,0,0,11114,23876.120520000022
M83627,1774,288,1199,287,0,2689,650,0,1065,87,153,2023,14,52,1861,17,26,0,0,8441,30584.440549999967
M83632,1105,286,593,213,0,1674,628,0,989,98,212,963,12,12,842,30,0,0,0,5669,14056.37473
M83637,702,82,469,132,0,901,526,0,159,106,23,1121,6,42,986,12,12,0,0,3538,15880.053149999996
M83638,2736,1101,1263,370,0,4766,1482,0,2675,234,615,3702,19,164,2825,321,20,0,0,16210,57274.92422
M83640,718,358,328,32,0,500,360,0,462,75,129,589,0,61,503,0,0,0,0,2833,7339.2019399999954
M83641,377,74,245,58,14,830,572,0,575,29,161,581,0,34,489,27,0,0,0,3139,6660.3556800000015
M83650,2319,620,1373,293,0,2753,865,0,2519,319,137,2306,10,49,2081,86,9,0,0,11218,33708.119489999961
M83661,2202,703,1116,369,0,2262,679,0,1113,164,189,1898,0,5,1769,14,13,0,0,8507,15112.197740000016
M83665,1172,384,545,243,0,1371,405,0,632,178,146,1123,0,34,977,58,13,0,0,5027,13235.14972999999
M83668,592,166,258,167,0,1313,413,6,743,65,64,674,0,42,525,26,13,0,0,3870,15181.056910000003
M83670,611,206,283,115,0,1004,474,0,1511,40,15,461,0,13,381,30,28,0,0,4116,8352.0975900000085
M83680,1030,389,477,149,0,2895,421,0,1430,194,252,1501,14,77,1283,14,7,0,0,7723,26079.223559999977
M83681,1538,199,1033,274,0,1117,323,1,510,383,138,704,0,37,634,3,0,0,0,4714,12573.119040000009
M83682,3874,1038,2322,460,0,2258,1294,0,1286,80,578,2940,21,64,2376,144,9,0,0,12310,27484.858699999997
M83691,313,97,137,79,13,680,151,0,141,12,56,504,3,68,384,0,0,0,0,1870,5790.7301599999973
M83693,1348,312,786,244,0,2361,350,0,1299,43,105,897,0,10,830,0,0,0,0,6403,13389.346019999999
M83697,872,121,658,93,0,1026,290,10,508,9,153,645,0,12,610,19,0,0,0,3513,7787.78054999999
M83698,941,259,548,131,0,1334,375,0,807,264,43,1007,0,56,810,72,0,0,0,4771,18384.21853999998
M83700,630,113,377,139,0,446,261,0,626,19,75,826,0,17,780,1,12,0,0,2883,7039.6566199999988
M83701,1547,287,877,350,0,2263,415,0,1086,170,127,1773,0,39,1569,52,3,0,0,7381,17728.021940000002
M83703,1014,328,536,133,0,2205,328,0,733,246,106,1382,0,66,1182,2,12,0,0,6014,15423.600819999994
M83705,509,108,343,50,0,786,582,0,892,81,75,740,0,72,628,26,0,0,0,3665,6245.2087900000024
M83706,333,28,220,56,0,597,411,0,281,13,7,489,0,12,407,13,24,0,0,2131,4194.3600699999988
M83709,1100,356,395,349,8,2899,472,0,789,59,160,1390,0,58,1252,6,9,0,0,6877,16369.727590000004
M83711,745,83,515,135,0,964,270,0,598,173,41,1058,0,0,977,14,17,0,0,3849,11034.578799999997
M83712,558,247,195,102,0,616,397,0,189,19,84,438,0,0,424,0,0,0,0,2301,5152.91323
M83713,1209,145,696,353,0,1794,819,0,796,64,402,1692,0,13,1415,140,3,0,0,6776,15604.349609999997
M83714,172,69,90,13,0,315,249,8,83,0,63,201,0,0,172,0,0,0,0,1091,2773.5095400000005
M83715,529,177,206,146,0,1101,166,0,956,27,60,701,0,13,624,0,16,0,0,3540,10030.006410000009
M83717,549,225,233,91,0,836,339,0,554,360,34,867,0,12,829,8,0,0,0,3539,8799.2865499999916
M83718,1097,183,899,14,10,880,369,0,1089,6,65,1070,0,12,1009,7,0,0,0,4586,8865.1589499999936
M83719,1106,293,686,121,0,1896,494,0,747,100,151,854,0,44,744,7,22,0,0,5348,12255.383939999989
M83722,527,191,285,51,0,1948,337,0,1015,144,43,1596,13,74,1303,137,0,0,0,5610,20516.286000000026
M83723,3367,498,2086,751,0,2754,1144,0,2974,74,361,3666,14,213,2876,457,25,0,0,14340,49299.659189999984
M83725,1863,583,849,431,0,1522,430,0,1595,68,251,1723,0,76,1442,18,57,0,0,7452,14769.350389999998
M83727,710,335,337,38,13,1234,307,0,762,12,14,1177,0,37,1066,12,12,0,0,4229,11530.28982
M83738,2062,491,1224,326,0,2759,679,0,1403,84,141,2669,0,72,2518,22,12,0,0,9797,23016.947349999969
M84001,4289,1261,1806,936,13,4499,2786,10,5734,25,463,5651,27,200,4984,62,14,0,0,23470,82295.360859999972
M84002,1259,716,421,122,0,1100,653,0,1834,105,230,1890,19,179,1537,107,14,0,0,7071,31504.062199999993
M84003,2429,688,1048,442,0,3081,1353,0,2293,74,168,3146,13,97,2842,37,43,0,0,12544,30520.566080000015
M84004,2375,852,1029,422,10,3495,1453,63,2200,50,238,3482,0,292,2898,154,20,0,0,13366,38977.170459999965
M84005,390,101,159,125,0,771,315,0,407,11,16,648,0,10,610,5,0,0,0,2558,5371.3113199999943
M84006,3150,1269,689,1101,0,3542,1624,2,3570,159,268,4202,0,163,3790,6,20,0,0,16517,38988.650699999969
M84007,2595,805,1073,631,0,6093,1475,0,2134,131,256,3571,0,73,3129,27,32,0,0,16255,39157.834660000022
M84008,2703,1211,917,438,0,3259,3039,0,2772,36,122,3045,0,94,2634,57,28,0,0,14976,39883.803110000015
M84009,1057,376,512,141,10,1651,478,0,1100,54,54,1755,12,214,1355,54,18,0,0,6159,18807.896130000019
M84010,1782,537,1041,175,0,1904,1346,12,2068,85,80,1848,0,220,1357,170,8,0,5,9125,24356.089360000009
M84011,4462,1360,1630,915,7,5184,3118,0,4990,214,492,6520,0,139,5990,83,31,0,0,24987,64414.369440000017
M84012,3696,1482,1118,828,0,4217,1125,0,4077,160,340,3216,0,156,2682,123,13,0,0,16831,47252.335740000075
M84013,1492,516,717,204,0,2575,833,11,1639,181,177,1909,14,152,1555,105,7,0,0,8817,34264.2068
M84014,2111,378,1344,359,0,3205,1281,23,1928,318,181,3154,12,259,2364,361,23,0,0,12201,37821.935140000016
M84015,2837,767,1469,387,0,2569,1509,5,2269,59,188,3061,1,191,2513,211,14,0,0,12497,36759.124839999989
M84016,1541,787,657,94,0,1867,383,0,1171,93,91,1106,0,63,864,56,6,0,0,6252,14998.434749999999
M84017,1872,544,1095,181,35,3010,1020,1,2258,204,58,2004,0,209,1506,188,27,0,0,10462,86051.825260000027
M84018,2970,1048,1339,514,0,3661,1846,0,3930,1600,460,4934,0,395,4027,289,18,0,0,19401,39940.380980000024
M84019,4801,1491,1750,1319,0,5954,1604,59,5073,1280,483,6034,29,260,5113,95,43,0,0,25288,69965.261349999972
M84020,2024,900,751,262,7,2537,851,18,1608,86,195,2796,0,196,2387,58,7,0,0,10122,37927.787380000023
M84021,3102,883,1772,385,4,4468,3280,2,4131,187,347,4642,12,566,3701,207,86,0,0,20163,42753.335849999989
M84022,3745,1448,1320,639,0,1568,2195,0,2435,146,264,2643,12,44,2222,13,31,0,0,12996,41443.071129999968
M84023,5643,1764,2824,451,0,4589,2034,65,4322,170,176,5156,0,314,4427,63,31,0,0,22155,60752.596310000037
M84024,1519,492,919,88,0,1560,820,0,1660,626,179,1652,0,218,1202,104,68,0,0,8016,19604.521610000011
M84025,2827,923,1519,225,0,3886,1785,13,4033,131,415,4353,0,633,3400,188,41,0,0,17443,31871.632109999991
M84026,1405,641,558,164,0,2641,1413,0,1964,55,205,2588,11,129,2171,23,60,0,0,10271,28349.781979999992
M84028,2793,985,1379,324,0,2106,1630,9,5626,840,472,4189,0,265,3552,90,53,0,0,17665,36316.462720000032
M84029,1190,413,701,71,11,1795,364,0,1805,317,151,1738,0,102,1494,45,5,0,0,7371,17800.988919999993
M84030,2381,1165,1007,159,0,3018,1400,0,3944,106,185,3379,26,491,2377,298,33,0,0,14413,39341.306600000025
M84031,1229,612,464,127,0,1950,400,0,1443,63,42,1405,0,152,1190,1,17,0,0,6532,17632.650650000003
M84032,2363,598,1391,316,9,1966,737,1,2034,70,129,2079,0,183,1615,141,14,0,0,9388,26786.20875000002
M84034,257,110,88,37,0,347,139,0,174,1,21,272,0,13,206,16,0,0,0,1211,3025.3126799999986
M84035,2608,645,1654,213,0,1688,1142,0,2150,110,262,2263,0,0,2037,100,17,0,0,10223,30285.719350000025
M84036,2533,683,1406,369,0,4630,1143,26,3804,190,287,3189,6,417,2496,47,18,0,0,15802,38576.702290000016
M84037,1755,600,733,303,0,3581,1788,0,2160,55,210,2727,0,68,2314,14,46,0,21,12276,29294.909720000011
M84040,2348,1110,968,169,11,1864,653,0,2555,72,95,2278,0,117,1791,222,16,0,0,9876,32752.09308
M84041,892,306,427,130,0,1026,430,0,1045,27,51,1199,0,16,1141,14,2,0,0,4670,10287.539580000004
M84042,2314,932,922,334,0,3567,1192,0,2282,27,175,2738,0,95,2265,170,11,0,0,12295,33529.884020000012
M84043,5105,1598,2836,635,0,3170,2331,0,4639,796,564,4978,13,472,3614,515,44,0,0,21583,57308.591939999969
M84044,832,295,294,194,0,1223,233,0,1055,66,119,1496,0,151,1236,35,15,0,0,5024,13299.65356000001
M84046,1163,391,615,118,0,948,279,0,1480,22,90,1192,0,88,962,17,67,0,0,5174,20121.02697000001
M84047,916,492,326,81,0,1342,380,0,1350,139,135,1004,0,47,908,0,0,0,12,5266,10852.792109999997
M84049,1046,364,581,95,13,1676,639,0,1063,84,73,1347,0,130,1089,74,22,0,6,5941,29540.861720000012
M84050,3549,1455,1375,474,0,2469,770,10,1855,375,92,2885,0,220,2249,102,83,0,0,12005,34237.664660000017
M84051,2824,938,917,792,0,3196,869,0,3997,493,225,3004,0,94,2795,10,12,0,0,14608,32493.318689999986
M84055,645,135,398,107,0,1048,299,0,381,8,48,770,0,35,664,0,0,0,0,3199,7881.2903400000005
M84059,411,67,329,15,0,851,614,1,757,58,26,1332,0,139,951,146,0,0,0,4050,8632.7366100000036
M84060,629,246,251,106,0,1462,407,0,931,13,93,1211,0,172,871,60,2,0,0,4746,10199.792090000003
M84061,2289,1198,791,104,0,617,778,0,1472,27,111,1200,0,20,1093,8,0,0,0,6494,26714.993550000014
M84062,1484,518,787,117,0,1180,1037,0,1067,76,65,1421,0,116,1135,92,0,0,0,6330,20045.20495
M84063,1062,248,499,243,0,1372,815,0,1258,38,38,1130,6,10,964,62,6,0,0,5713,18971.359010000011
M84064,1066,456,282,142,0,896,477,0,1670,56,44,1274,0,55,1033,11,31,0,0,5483,23076.859539999976
M84065,775,351,370,29,0,894,142,0,749,199,27,778,8,99,598,15,0,0,0,3564,11524.96807
M84066,1457,542,846,49,0,1815,671,10,1232,251,188,1355,0,63,1008,247,14,0,0,6979,12025.588709999995
M84067,1503,450,664,306,0,2820,813,0,1672,53,98,1995,0,311,1450,15,95,0,0,8954,20569.922020000016
M84069,841,308,426,107,0,1024,663,6,1159,19,141,1087,0,324,710,30,0,0,0,4940,9081.82959
M84070,704,193,377,116,0,1031,746,0,810,34,67,898,0,81,708,13,22,0,0,4290,14023.6367
M84609,836,249,457,87,0,1330,494,13,1029,43,90,568,0,48,418,66,23,0,0,4403,14717.39578
M84612,1818,334,1326,59,0,836,637,0,1341,126,0,1692,0,48,1480,85,0,0,0,6450,11545.30626
M84615,1344,430,258,629,0,1460,1369,0,867,31,450,2106,0,97,1874,0,21,0,0,7627,17402.28149
M84616,920,293,428,98,11,1064,565,16,1240,50,58,1066,0,23,969,1,2,0,0,4990,11531.93124
M84617,480,166,274,35,6,843,274,0,669,65,47,639,0,124,448,54,0,0,0,3023,8210.6705900000015
M84618,521,123,295,60,0,1084,319,0,852,41,42,833,0,26,735,0,0,0,0,3692,7225.8467799999953
M84620,843,405,392,46,0,541,315,7,846,54,27,678,2,148,479,0,0,0,0,3311,8576.27983
M84621,373,232,91,43,0,755,248,0,666,25,35,515,0,25,405,13,0,0,0,2617,6458.9474199999968
M84624,380,93,208,79,0,665,669,0,247,7,163,459,0,0,386,11,17,0,0,2590,5037.7951500000017
M84627,1447,471,424,524,0,1111,200,0,1268,72,53,1555,0,10,1378,21,13,0,0,5706,18757.77600999998
M84629,1054,344,625,77,2,1421,889,0,1280,33,49,1612,0,103,1286,99,22,0,0,6340,13439.457970000007
M85001,2123,207,1429,487,0,580,533,0,2450,191,198,1074,0,1,1008,13,13,0,0,7149,13636.604739999997
M85002,1721,290,1077,354,0,1557,612,0,1731,42,101,1774,3,65,1609,31,21,0,0,7538,28002.774530000017
M85005,842,199,464,179,0,500,160,24,711,70,62,759,0,58,660,5,0,0,0,3128,9658.5557700000027
M85006,1855,694,768,388,13,1329,1285,0,1783,22,342,1711,0,100,1485,52,68,0,0,8340,26372.609270000019
M85007,1666,376,904,376,0,1782,665,0,2076,77,185,1466,0,83,1310,30,11,0,0,7917,22458.130329999993
M85008,1569,599,880,86,0,1007,699,0,592,38,177,1095,0,82,983,0,0,0,0,5177,15126.641860000002
