practice,Other,Venlafaxine,Mirtazapine,Duloxetine,MAOi,Citalopram,Fluoxetine,Fluvoxamine,Sertraline,Escitalopram,Paroxetine,Tricyclics,Trimipramine,Dosulepin,Amitriptyline,Trazodone,Lofepramine,Maprotiline,Mianserin,total_items,total_cost
G85706,952,241,543,168,0,963,321,0,663,19,11,1148,0,27,1018,12,0,0,0,4077,7500.4339499999987
G85708,918,177,615,114,0,1466,408,28,1660,141,230,840,9,60,719,15,0,0,0,5691,18282.276820000014
G85711,370,112,238,20,7,447,148,0,636,64,21,429,0,0,369,36,0,0,0,2122,8182.8856600000017
G85712,237,66,157,14,0,271,204,8,313,21,67,287,0,29,218,1,27,0,0,1408,3180.8403399999997
G85715,363,80,241,42,0,544,121,0,367,40,19,358,0,11,286,9,32,0,0,1812,5694.5516099999977
G85716,1351,312,793,243,0,567,205,6,803,143,66,770,0,30,636,61,0,0,0,3911,14002.891620000008
G85717,538,123,342,72,0,626,167,0,478,65,44,538,0,0,438,10,0,0,0,2456,9831.5574600000127
G85721,1024,274,559,147,4,805,174,0,402,52,118,1316,2,257,986,48,3,0,0,3895,11555.838490000002
G85722,513,170,276,53,12,767,373,0,644,23,49,962,0,15,899,14,0,0,0,3343,10761.47204
G85723,271,18,225,19,0,249,75,0,261,120,13,519,0,53,427,38,0,0,0,1508,3691.070879999997
G85724,1013,173,660,162,0,1318,537,0,1708,136,179,1053,3,33,941,17,0,0,0,5944,17752.939969999996
G85726,1014,290,514,204,0,922,510,52,598,108,86,1027,0,11,914,11,45,0,0,4317,10239.666390000002
G85727,584,143,390,45,0,831,191,0,586,79,131,442,0,0,386,25,0,0,0,2844,12604.684869999997
G85736,610,38,536,22,0,323,63,0,219,216,45,454,0,26,420,1,0,0,0,1930,4039.77268
H81002,950,377,496,74,0,1995,326,0,1322,87,50,949,0,29,807,27,35,0,0,5679,13756.178470000008
H81003,3808,1427,2094,257,0,2772,1116,7,1538,52,239,2426,19,167,1857,101,14,0,5,11958,59523.86281000005
H81004,5069,1597,2108,1343,0,3149,1325,0,2855,188,386,2778,23,123,2413,71,20,0,0,15750,49577.253219999911
H81005,1334,443,797,94,14,1668,702,10,1255,184,195,1131,8,215,813,27,13,0,0,6493,23266.476560000014
H81006,803,162,398,228,7,1262,332,0,844,136,88,642,4,73,512,14,8,0,0,4114,16834.126239999994
H81007,1447,417,836,139,0,900,445,0,852,378,148,1141,0,48,870,68,13,0,0,5311,23068.12624999999
H81009,3872,1357,2133,373,0,2932,1317,7,2318,27,256,2751,7,64,2036,280,56,0,0,13480,53033.14817999996
H81010,4628,1292,2789,492,6,4026,1881,7,4228,298,195,3346,10,374,2698,59,6,0,0,18615,58361.369749999954
H81011,765,346,270,128,7,1489,493,14,1183,616,52,1203,0,82,955,57,7,0,0,5822,20494.146080000006
H81013,6841,2643,3056,973,0,10166,3011,23,6586,566,620,5941,25,699,4826,159,32,0,0,33754,93946.446860000069
H81015,1499,391,686,395,5,1717,526,0,1340,307,112,1058,0,18,939,19,1,0,0,6564,27662.869190000023
H81016,1603,500,847,229,24,2354,643,47,1077,325,198,1899,7,150,1475,154,36,0,0,8170,54512.878380000016
H81017,3726,1474,1779,428,23,3722,1349,0,2828,303,298,3430,0,189,2809,123,39,0,0,15679,75771.469929999934
H81019,1366,352,792,196,0,2109,368,0,692,71,104,1048,1,83,801,10,14,0,0,5758,21058.613489999996
H81020,3271,827,1777,421,20,1794,701,0,1404,268,389,1583,14,177,1251,29,7,0,0,9430,62288.438219999989
H81021,3748,987,2450,274,30,3611,1065,3,2957,274,365,2327,26,336,1646,223,12,0,0,14380,87344.723639999938
H81022,1458,333,804,293,0,1423,403,0,811,144,178,982,0,54,777,29,34,0,0,5399,17743.184580000005
H81023,1644,837,583,204,0,2313,737,0,1400,244,124,1128,6,103,867,52,27,0,0,7590,37665.254330000032
H81024,3774,1262,1788,711,0,3310,521,0,2126,225,235,1799,15,77,1468,93,25,0,0,11990,48024.853579999966
H81025,1857,490,905,373,12,2033,617,2,1257,311,126,1447,0,76,1208,48,6,0,0,7662,34634.43595
H81026,3596,836,2486,245,0,3006,954,16,2612,484,183,2850,39,55,2452,204,10,0,0,13701,48578.390180000024
H81027,2352,566,1353,403,2,2237,559,0,1886,276,397,1822,14,128,1428,142,19,0,48,9531,33122.716300000029
H81028,2496,847,1410,218,0,2844,741,0,1744,145,206,2007,0,333,1427,63,0,0,0,10183,29230.684310000008
H81029,2123,467,1244,305,8,2450,1069,24,2258,65,277,1633,42,174,1217,18,69,0,0,9907,48550.352169999991
H81030,2118,482,1227,384,0,2740,683,1,2294,282,241,2076,0,201,1642,83,11,0,0,10435,34590.010709999951
H81031,3563,691,2175,611,0,2406,866,35,2436,1044,261,2189,33,245,1616,47,30,0,0,12800,45482.675780000012
H81032,3745,1059,2165,508,6,3513,1466,0,1913,623,157,2787,12,100,2325,102,19,0,0,14210,55684.31545
H81033,1892,594,994,268,20,1910,476,0,2188,100,123,1643,12,57,1393,32,18,0,0,8352,44959.07589
H81034,1171,280,445,441,18,1563,417,0,860,176,107,894,0,111,607,44,14,0,0,5206,41808.61017
H81035,1773,326,835,582,19,1651,767,0,1629,113,144,1206,16,105,912,6,21,0,0,7302,46202.818519999964
H81036,1538,326,897,305,0,1956,605,0,1102,342,96,1240,7,59,1074,23,7,0,0,6879,24980.760199999993
H81037,1620,573,752,295,0,3198,1227,16,2406,160,373,2221,7,350,1631,106,7,0,0,11221,44556.077079999959
H81038,404,87,240,18,0,734,190,0,293,163,109,579,1,130,382,49,8,0,0,2472,6241.17119
H81039,1300,306,831,96,0,1428,575,0,774,83,93,1044,37,51,848,29,3,0,0,5297,33307.780520000022
H81040,2021,514,981,517,0,991,822,3,1453,70,76,1331,7,65,1200,17,0,0,0,6767,27073.982229999998
H81041,1956,701,848,398,8,1183,527,12,1347,245,42,1453,0,102,1118,92,9,0,0,6773,26304.976770000008
H81042,2701,1098,1254,317,1,4054,1184,34,2244,169,322,2541,14,111,2041,27,12,0,0,13250,55938.670360000011
H81043,2489,605,1466,373,0,2980,735,0,1355,341,157,1708,33,86,1441,23,42,0,0,9765,43148.579029999957
H81044,1835,203,1226,405,10,794,290,0,695,168,198,942,3,132,668,83,8,0,0,4932,23234.150499999996
H81045,1675,608,918,131,0,1147,701,0,1849,241,217,1490,0,134,928,124,40,0,0,7320,21795.085929999979
H81046,610,219,286,103,0,930,131,0,507,38,67,829,0,88,677,49,0,0,0,3112,9411.9731700000011
H81047,1533,378,938,200,4,2165,642,49,1223,160,197,1732,6,40,1455,61,7,0,0,7705,33501.33731
H81048,1068,287,637,139,1,2210,458,0,1412,145,162,1231,0,59,1076,70,2,0,0,6687,23548.205689999981
H81050,1539,451,751,311,0,1576,502,0,1413,181,115,1276,10,72,1082,22,6,0,0,6602,32716.324150000011
H81051,1623,383,1027,158,0,2000,968,4,1829,225,204,1739,2,61,1485,67,9,0,0,8592,37574.880319999989
H81052,3364,857,2189,255,11,3235,1395,7,2494,317,238,2399,6,187,1988,25,80,0,0,13460,44744.518639999987
H81053,1577,550,710,278,14,1546,570,2,672,126,115,1296,0,121,1022,61,7,0,0,5918,28631.831210000026
H81055,2000,477,1108,413,5,2308,504,59,1497,85,149,1189,11,108,929,64,30,0,0,7796,26882.567650000012
H81056,2157,716,1015,390,1,3149,1354,6,1877,314,329,1741,21,303,1202,43,13,0,0,10928,61352.267720000025
H81057,1979,755,1087,111,0,1749,559,0,861,97,108,1112,0,35,938,27,0,0,0,6465,23346.157429999988
H81058,1324,448,691,174,7,2034,780,6,1433,104,204,1568,0,197,1182,112,8,0,0,7460,26230.485270000005
H81060,2370,757,1112,460,0,2279,1127,14,2487,256,318,1906,17,207,1490,38,2,0,0,10757,44796.287270000037
H81061,2273,709,959,594,7,2999,786,1,1454,300,171,1896,21,114,1565,36,28,0,0,9887,39066.34665
H81062,5304,1487,3103,639,80,5186,1625,42,4269,645,317,3455,18,232,2812,182,31,0,0,20923,79530.041179999971
H81064,2904,824,1596,444,0,4005,652,4,2126,228,181,2403,6,245,1986,24,44,0,6,12503,44193.942769999972
H81065,1734,264,1298,164,7,1563,717,19,1204,155,194,1382,0,58,1082,21,27,0,0,6975,21841.584080000022
H81066,3104,850,1987,208,7,3388,640,0,2219,312,230,2206,22,140,1666,43,20,0,0,12106,51749.295250000054
H81067,1532,446,922,138,12,1805,565,10,1062,187,184,1312,6,127,1019,74,8,0,0,6669,36937.280729999991
H81068,2730,882,1690,127,2,3638,1230,0,1991,476,280,3713,23,415,2121,1001,57,0,0,14060,52033.485859999964
H81069,2976,751,1696,476,1,2770,1087,11,2281,193,390,2744,15,170,2218,52,58,0,0,12453,47300.664419999943
H81070,1169,384,642,112,0,2294,513,0,1210,173,143,1112,0,22,973,49,0,0,0,6614,21600.041569999998
H81071,996,510,431,32,1,1242,477,0,1061,211,101,1109,16,8,874,30,15,0,0,5198,22427.37061
H81072,1965,686,990,269,0,1902,740,0,1795,197,142,1284,0,76,1033,120,15,0,0,8025,30555.867630000004
H81073,2004,501,1254,198,7,2228,517,0,1188,162,85,1401,6,54,1101,79,13,0,0,7592,25848.345090000006
H81074,1025,241,696,74,0,815,279,0,815,97,50,612,8,32,517,4,0,0,0,3693,13685.802049999995
H81075,3174,800,1833,522,8,2427,939,6,1895,152,267,2536,9,61,2199,118,28,0,0,11404,33611.264050000013
H81076,4429,1040,3097,275,36,3706,1102,0,2228,581,408,2162,27,85,1859,96,0,0,0,14652,66502.6725
H81077,1638,279,1082,230,13,1094,693,0,1445,656,132,1189,2,98,979,36,0,0,0,6860,20956.234889999992
H81078,2680,792,1588,278,0,3619,1114,21,3110,321,210,2862,23,144,2302,78,26,0,0,13937,49891.389270000014
H81079,812,148,482,181,0,1272,185,0,486,88,80,776,63,53,588,13,6,0,0,3699,25909.325420000016
H81080,1984,550,1041,279,14,3121,755,0,2067,221,253,2166,12,232,1610,168,88,0,0,10581,40735.103859999988
H81081,2702,672,1553,404,32,2522,953,0,2405,258,99,2178,3,69,1768,179,68,0,0,11149,43913.288510000006
H81082,1440,442,772,224,0,1438,727,0,1572,126,105,1716,0,64,1524,47,14,0,0,7124,22673.235279999994
H81083,2018,433,1224,292,0,3016,1203,0,2245,274,110,2374,69,149,1804,149,68,0,0,11240,36968.02753
H81084,1724,334,1201,165,0,1304,350,8,715,138,93,1194,12,85,993,45,21,0,0,5526,22321.984320000003
H81085,1394,401,699,263,12,1588,429,3,935,290,116,1069,7,140,823,38,31,0,0,5836,28462.11788
H81086,1519,766,576,98,0,918,344,0,907,107,41,926,0,93,630,52,0,0,0,4762,13508.289350000005
H81087,2882,851,1633,385,3,2618,1116,0,1355,80,118,2201,0,19,1862,160,0,0,0,10373,31963.44042
H81088,3090,951,1856,252,11,3261,1520,0,3080,125,222,2193,96,141,1856,20,33,0,0,13502,38980.0407
H81089,3132,1192,1726,206,25,3376,908,0,2449,390,278,2984,6,459,2173,65,50,0,0,13542,38392.775999999962
H81090,1711,566,861,248,8,1514,763,8,1832,107,169,1501,0,134,1220,77,19,0,0,7613,29058.285680000026
H81091,980,365,566,18,0,1970,537,0,986,71,85,902,0,121,714,20,12,0,0,5531,15209.14173
H81094,2051,494,1185,330,4,1902,489,5,983,285,142,887,18,99,670,17,0,0,0,6748,36725.878730000004
H81095,1400,484,801,107,6,957,320,0,773,170,42,1063,0,147,665,84,7,0,0,4731,16595.54354000001
H81097,1581,481,785,178,0,2052,605,0,798,183,117,1406,0,28,1197,12,24,0,0,6742,23799.318220000008
H81099,1016,226,700,81,16,1464,1059,1,1340,433,105,867,0,15,755,30,2,0,0,6301,17982.147419999994
H81101,762,266,314,139,0,803,348,0,963,64,23,872,0,196,602,25,6,0,0,3835,15978.802209999991
H81103,1092,414,494,134,0,1334,407,0,857,40,76,912,13,89,734,2,5,0,0,4718,21643.746019999991
H81104,1355,437,542,376,0,1590,625,0,525,9,132,1590,0,24,1341,118,0,0,0,5826,20036.139719999996
H81107,831,346,404,62,0,536,237,0,685,92,8,666,0,41,529,80,0,0,0,3055,16419.50963
H81109,1534,453,894,158,11,1813,698,0,818,161,192,1443,4,206,1115,0,9,0,0,6670,33564.62635000002
H81110,1036,246,738,30,13,1060,299,0,946,102,531,682,0,0,586,6,3,0,0,4669,21454.763349999997
H81111,706,99,579,22,0,575,324,0,290,182,31,361,0,64,224,4,0,0,0,2469,8586.6521099999973
H81113,1754,692,943,106,0,3365,501,0,1207,488,95,1939,13,159,1603,107,1,0,0,9349,23282.637810000004
H81116,672,300,236,126,20,905,391,0,1065,47,109,648,27,171,336,40,26,0,0,3857,38253.64544
H81119,1876,658,900,269,11,1674,991,0,2105,156,117,1728,26,150,1341,83,23,0,0,8658,41764.305079999984
H81122,880,333,457,75,2,889,273,2,765,87,133,709,0,33,445,73,26,0,0,3740,10825.89022
H81123,906,315,386,159,0,969,232,11,363,4,20,951,0,40,776,16,80,0,0,3456,8282.4871300000013
H81126,833,289,407,115,0,1535,292,0,1218,92,60,676,0,22,584,41,6,0,0,4706,13475.63601
H81128,764,253,379,110,0,1411,304,0,740,67,34,912,0,31,773,69,13,0,0,4232,13048.587269999998
H81129,577,322,213,34,0,1200,202,0,453,35,36,397,0,11,336,3,13,0,0,2900,8456.7601399999985
H81130,1201,274,639,230,0,2132,651,12,1280,82,205,1445,4,47,1246,30,2,0,4,7008,39256.667710000023
H81131,1210,366,482,346,0,622,228,0,625,303,65,875,1,22,684,115,13,0,0,3928,12383.161590000012
H81132,404,51,273,73,0,415,215,0,342,52,33,256,5,18,183,0,8,0,0,1717,8364.8504200000025
H81133,4245,1445,1977,647,14,4695,2710,6,4277,678,585,3855,3,246,3205,156,32,0,0,21065,84932.492099999959
H81134,1670,621,881,148,8,2427,647,0,1013,125,171,1473,29,50,1200,81,17,0,0,7534,60190.099209999957
H81611,500,137,339,16,11,549,279,0,169,210,27,409,0,45,251,108,0,0,0,2154,20070.679540000023
H81613,162,74,76,12,0,242,181,0,389,25,26,368,0,7,271,34,11,0,0,1393,5031.7102000000014
H81615,3109,1265,1345,407,19,1959,798,2,3531,351,224,2020,14,153,1561,112,51,0,0,12013,70964.407439999937
H81618,992,321,505,166,0,684,704,0,856,47,117,1121,12,136,835,43,8,0,0,4521,27552.921690000003
H81620,1497,339,1010,144,0,1147,463,0,1032,123,157,792,6,45,587,16,73,0,0,5211,18806.093770000014
H81632,371,104,208,52,1,728,223,0,443,90,6,398,6,3,373,0,7,0,0,2260,14931.91851
H81638,1005,242,635,126,0,1844,820,0,1327,158,213,1264,0,60,1086,65,8,0,0,6631,15579.71108999999
H81641,280,65,178,37,0,291,42,0,65,30,18,252,0,7,222,0,0,0,0,978,3879.2488600000006
H81642,680,165,424,71,0,868,232,0,427,176,36,359,0,0,338,12,0,0,0,2778,8043.2243399999934
H81643,219,49,105,65,0,215,67,0,58,9,11,157,0,16,126,0,0,0,0,736,2483.929090000001
H81644,1032,330,607,95,0,1322,834,0,1543,108,113,961,13,58,756,37,12,0,11,5913,23239.628669999984
H81647,336,46,238,52,1,517,55,0,187,43,22,253,0,8,189,46,0,0,0,1414,4252.6994600000007
H81656,714,264,319,87,0,1120,264,0,1235,226,56,879,1,30,731,35,46,0,0,4494,15624.581360000002
H81658,927,219,512,182,0,943,302,0,564,79,94,693,0,27,562,5,21,0,0,3602,15074.806610000005
H81663,402,154,196,45,0,570,319,0,372,71,15,558,15,15,425,1,0,0,0,2307,14727.008670000014
H81664,363,172,87,97,0,365,198,0,158,139,14,238,0,30,183,12,0,0,0,1475,6271.42525
H81672,1582,554,933,79,26,1158,420,0,1156,161,111,966,0,162,672,72,0,0,0,5580,30485.04145
H82003,1349,411,679,215,6,2031,500,0,2123,192,116,1897,22,70,1334,123,22,0,0,8214,40548.027560000031
H82004,567,222,273,57,0,1516,584,0,720,614,93,773,0,28,659,57,0,0,0,4867,14435.46293
H82005,1243,495,494,236,0,1253,335,0,1774,151,189,1319,0,14,1077,165,0,0,0,6264,30251.027510000004
H82006,1647,239,1239,146,0,2240,489,0,1694,49,194,1805,3,171,1476,59,15,0,0,8118,19795.967240000005
H82007,2678,850,1435,393,0,3465,787,0,2688,289,300,2823,0,150,2301,196,4,0,0,13030,55304.737119999896
H82008,2000,947,822,211,0,1846,766,0,2052,182,90,1854,13,204,1471,60,0,0,0,8790,40525.10791
H82009,3001,927,1728,326,23,4590,1225,0,4147,270,427,4370,1,304,3479,249,39,0,0,18053,57891.712070000031
H82010,1081,485,512,84,0,1728,699,0,916,197,215,1335,13,101,877,137,0,0,0,6171,18787.60227000001
H82011,2291,1001,858,420,14,3658,1200,0,3645,103,287,4239,0,404,3179,76,298,0,0,15437,61579.181169999996
H82012,1607,642,799,166,0,2111,425,13,1505,151,113,2427,0,67,2137,21,91,0,0,8352,24296.337529999997
H82013,4146,885,2592,645,7,4985,1021,0,3543,369,364,3418,23,499,2267,434,82,0,0,17853,53349.473829999995
H82014,2530,1068,1026,422,2,3040,520,1,1530,257,167,3248,67,347,2295,355,23,0,0,11295,56704.863289999936
H82015,1031,401,394,208,0,1243,377,0,1131,246,100,1346,3,156,896,140,18,0,0,5474,17907.869429999995
H82016,4145,1236,2438,399,0,3210,1016,0,3071,82,192,2966,7,236,2389,128,17,0,4,14682,55791.885060000008
H82017,5554,1586,3306,503,0,4225,1653,0,4326,495,317,4598,18,515,3128,577,14,0,0,21168,115762.51033999995
H82020,3405,1165,2042,136,0,2474,712,0,1979,137,263,1685,0,191,1142,204,18,0,0,10655,40434.204760000022
H82021,1207,224,849,110,3,1576,331,0,599,91,72,1306,0,120,923,165,31,0,0,5185,22122.993839999988
H82022,2369,793,1133,414,4,2396,620,0,2257,274,169,2420,12,248,1803,87,40,0,0,10509,43004.401270000009
H82023,2922,874,1665,377,0,3590,944,7,2452,276,290,3574,5,329,2603,304,20,0,0,14055,58199.217370000013
H82025,2526,1095,1157,270,0,5100,1074,0,4276,182,511,4514,49,586,3699,53,14,0,0,18183,59371.617839999955
H82026,2630,804,1135,689,0,2644,1116,0,3383,754,574,3372,0,64,3144,58,69,0,0,14473,37560.468439999982
H82027,460,188,204,68,0,629,567,0,757,114,129,670,0,28,595,26,0,0,0,3326,8236.01756
H82028,1242,394,724,124,0,1909,908,54,1599,119,100,1381,21,56,1154,40,9,0,0,7312,32774.80172999997
H82029,2640,684,1566,362,13,2854,1086,57,3149,160,317,3520,0,131,2906,164,89,0,0,13796,50020.85869999999
H82030,3954,1067,2731,152,3,5414,864,11,3171,573,246,3654,0,276,3031,200,75,0,0,17890,37412.374189999966
H82031,1005,381,487,137,0,1478,630,0,687,59,92,1241,0,279,888,57,0,0,0,5192,12593.443560000003
H82032,2506,719,1511,260,21,4470,786,0,1799,420,279,3011,21,157,2539,29,123,0,0,13292,40801.294550000042
H82033,1469,296,726,447,0,2071,847,0,1438,144,86,1673,0,85,1389,64,11,0,0,7728,14960.386089999993
H82034,6309,2036,3414,792,12,6744,1766,9,7016,284,410,7245,50,688,5322,623,26,0,0,29795,98126.483340000035
H82035,2709,994,1404,269,5,1123,703,0,2021,738,245,2673,19,117,2267,52,19,0,0,10217,40097.857120000044
H82036,973,230,643,81,3,1273,888,0,1433,71,155,1449,10,165,1121,36,0,0,0,6245,35302.71884
H82037,2849,461,2134,207,13,3713,1164,0,2712,174,335,4260,20,310,3485,296,33,0,0,15220,65867.363529999842
H82038,3263,842,2013,353,22,4296,1291,5,2549,124,254,3256,6,357,2586,77,15,0,0,15060,68286.711870000028
H82039,2412,598,1240,567,0,3398,767,0,2756,86,358,2589,11,248,2061,152,6,0,0,12366,39145.77238
H82040,1166,615,394,146,0,1716,644,0,1451,70,80,1508,12,197,1120,71,0,0,0,6635,23282.459960000022
H82041,3504,1362,1789,303,8,3480,1218,8,3386,247,276,4547,1,231,3459,491,35,0,0,16674,55834.08051999996
H82042,7750,1301,5479,954,0,6457,1561,0,4878,415,309,5494,0,568,3365,1135,20,0,0,26864,81326.18531
H82043,3236,748,2220,224,10,3239,893,0,2619,190,236,3283,34,264,2681,162,35,0,0,13706,74912.916099999944
H82044,1823,546,1041,217,0,1913,431,0,1893,181,118,1832,20,74,1353,237,7,0,0,8191,51171.030530000025
H82045,10180,2728,6665,745,0,6566,3037,5,9549,415,472,10132,27,468,6999,1819,212,0,0,40356,131787.10657
H82046,1642,522,828,279,7,2040,1017,0,2972,75,388,3064,6,404,2268,122,52,0,0,11205,44449.592710000034
H82047,2215,923,752,540,12,2188,859,0,2821,378,191,2297,8,108,1903,36,38,0,0,10961,34949.794430000009
H82048,3719,968,2321,387,0,3449,749,0,2467,312,189,2417,14,160,1871,229,29,0,0,13302,49490.35214000001
H82049,3249,899,2088,208,15,2536,1023,38,1846,192,239,3186,0,233,2615,203,71,0,0,12324,45380.342370000035
H82050,1202,370,514,307,0,2511,1480,2,1963,121,216,1685,0,50,1536,39,3,0,0,9180,25342.138690000022
H82051,3652,779,2480,357,11,5209,1315,13,3298,284,131,3585,3,416,2462,285,81,0,0,17498,39669.636910000016
H82052,1758,512,1006,216,0,3012,361,0,2141,159,246,1477,0,131,1167,103,1,0,0,9154,35578.331120000039
H82053,1546,456,801,289,1,1765,545,0,2093,36,127,1837,1,81,1538,107,39,0,0,7950,20250.989500000003
H82055,3025,926,1816,262,78,4608,1127,0,2101,275,356,3056,1,379,2356,151,10,0,32,14626,52304.00524
H82056,2341,645,1517,160,13,2843,757,0,2595,274,96,2501,0,76,1851,373,34,0,0,11420,66359.555469999963
H82057,2465,683,1390,391,0,3352,1327,0,3615,198,300,3319,0,202,2578,114,43,0,0,14576,50805.095300000015
H82058,6084,1743,4093,223,20,4207,1162,0,3250,114,411,3165,10,206,2424,415,28,0,0,18413,80809.586029999977
H82059,3009,883,1853,244,10,3210,883,52,2746,114,263,3723,13,390,2614,449,40,0,0,14010,61653.50986000002
H82060,2157,607,1337,202,11,3901,726,0,2023,217,248,3011,0,71,2213,553,67,0,0,12294,29528.821040000032
H82061,3350,1100,1739,511,5,1854,946,5,2636,326,255,2521,16,190,1843,155,143,0,17,11898,35508.413870000004
H82063,2196,793,1096,301,19,2268,841,6,1833,87,217,2376,12,365,1800,99,9,0,0,9843,44016.306010000015
H82064,2546,627,1420,499,0,2041,932,0,3071,210,190,2270,33,106,1780,117,0,0,0,11260,32836.77241
H82065,2655,677,1434,534,35,2669,1104,0,2711,46,283,3208,6,298,2262,324,49,0,0,12711,55838.03706
H82066,5157,1326,3002,809,8,3763,1807,0,4339,197,268,5420,0,392,4276,460,55,0,0,20959,86043.281719999868
H82067,1565,260,1062,239,0,1474,790,10,1821,161,130,1536,7,54,1318,95,3,0,0,7487,24629.171619999986
H82070,2586,1001,1445,128,0,1979,524,0,2465,178,193,2125,9,216,1731,45,11,0,0,10050,36620.265340000034
H82072,1323,710,505,106,13,1555,444,11,2015,194,22,1908,9,58,1551,66,21,0,0,7485,39060.84886999998
H82076,572,240,249,79,12,691,370,6,352,29,39,944,0,45,726,65,12,0,0,3015,18314.53816
H82077,3659,738,2645,173,5,3996,2155,12,3547,88,319,4664,0,586,3697,225,4,0,0,18445,44399.152360000022
H82078,2181,653,1383,138,23,2472,671,0,2165,215,205,2078,0,135,1530,203,39,0,0,10010,60322.756499999981
H82083,2544,1107,1174,261,7,1643,963,0,2822,154,149,2253,20,340,1672,136,6,0,0,10535,40974.464909999966
H82084,1605,481,951,173,6,1342,456,0,1814,136,62,1580,0,57,1233,105,26,0,0,7001,20360.431009999993
H82087,530,155,302,55,0,604,246,0,378,31,63,1167,3,131,881,88,2,0,0,3019,11826.574949999998
H82088,1650,520,992,127,0,1496,766,13,1714,117,51,2399,0,64,2194,36,27,0,0,8206,17368.67284
H82089,901,410,425,51,0,1604,700,0,1106,40,42,1025,18,20,806,161,0,0,0,5418,30533.445990000033
H82091,1592,435,888,241,0,2306,830,5,1905,25,129,2225,0,135,1598,267,33,0,0,9017,31894.117550000006
H82092,1065,396,519,150,0,1633,686,0,1329,290,211,1263,8,25,973,120,2,0,0,6477,39710.243469999965
H82095,2412,537,1610,238,0,2257,925,0,2508,202,161,2754,13,171,2303,178,38,0,0,11219,39421.624010000007
H82096,1232,337,611,284,0,1215,317,0,1779,28,160,1334,0,147,1031,35,13,0,0,6065,21122.222560000013
H82098,1424,228,670,526,0,1151,679,0,1647,68,299,2762,0,231,2296,145,0,0,0,8030,20275.632900000011
H82099,4252,759,3332,127,26,3663,1112,0,2225,78,185,2322,20,258,1562,352,25,0,0,13863,56127.458690000021
H82100,1168,422,575,171,4,940,544,0,1636,98,109,1326,56,41,1049,42,16,0,0,5825,26635.993679999992
H82615,1298,344,781,123,0,1422,520,0,1979,195,137,1361,28,51,987,173,53,0,0,6912,28908.793180000011
H82621,904,257,545,101,0,908,314,0,1094,113,26,991,0,10,909,5,0,0,0,4350,12446.226110000003
H82640,1449,723,570,144,1,1768,1343,0,2285,712,159,3381,12,229,2993,29,7,0,0,11098,44194.203799999988
H82641,1187,257,698,166,0,956,232,0,1198,310,40,1360,0,238,938,49,19,0,0,5283,11169.525180000006
H83001,2523,630,1612,278,0,1890,731,0,1867,47,245,2419,2,64,2026,31,0,0,0,9722,29098.634610000016
H83004,1300,399,713,163,0,2196,1077,0,2105,98,68,1420,0,69,1206,64,6,0,0,8264,31320.70709
H83005,1192,215,805,172,10,1569,458,0,1401,107,69,1438,14,166,1100,15,14,0,0,6244,35231.061619999993
H83006,1534,192,1045,296,0,1813,365,0,1438,50,211,1580,0,204,1276,23,2,0,0,6991,16439.01859
